sujeto,dia_prueba,t_total_s,t_prueba1_s,t_prueba2_s,rechaza,llora,lo_toca,lo_prueba,lo_consume,val_inicio,aro_inicio,val1_antes,val1_durante,val1_despues,val2_antes,val2_durante,val2_despues,aro1_antes,aro1_durante,aro1_despues,aro2_antes,aro2_durante,aro2_despues,val_final,aro_final,comentarios
ID15,5,35.93,15.03,33.63,0.0,0.0,1.0,1.0,1.0,0.15205,0.09514166,0.191202,0.1744549,0.1401634,0.296651,0.1959824,0.150872,0.6406011,0.6126131,0.1401634,0.6780885,0.6661236,0.6324784,0.2285045,0.434093,
ID15,6,20.13,7.93,,0.0,0.0,1.0,1.0,1.0,0.39538,0.7634084,0.07252534,0.1050244,0.122669,,,,0.4830073,0.4591612,0.4377613,,,,0.07062992,0.2749236,Se tomo datos de Arousal y Valence finales del segundo 15.03
ID15,7E,9.6,2.22,7.96,0.0,0.0,1.0,1.0,1.0,0.1023079,0.6214958,0.1415179,0.1124902,0.1150326,0.2449653,0.1694413,0.1536019,0.5728894,0.5356095,0.4965564,0.3275782,0.3233406,0.3566814,0.1992114,0.5696083,
ID15,7P,20.33,3.46,17.83,0.0,0.0,1.0,1.0,1.0,0.2012467,0.4454792,0.2012467,0.2138252,0.2331665,0.1253771,0.2151914,0.3841157,0.4454792,0.4370524,0.4576354,0.4909527,0.4902246,0.5559951,0.1718321,0.5150642,Datos V y A  inicio tomados del segundo 3.03
ID15,8,12.4,2.96,10.86,0.0,0.0,1.0,1.0,1.0,0.06742731,0.1607125,0.2335013,0.2523471,0.2405991,0.2792954,0.261398,0.195012,0.4750753,0.6434034,0.6608543,0.4587713,0.5156655,0.5156655,0.1530561,0.4265943,
ID15,9,40.93,16.33,22.6,0.0,0.0,1.0,1.0,1.0,0.06403574,0.08285001,0.2851781,0.1904448,0.1587494,0.1586995,0.1236509,0.1109324,0.7366456,0.6882576,0.6079289,0.4261711,0.4633507,0.5511599,0.1237001,0.393528,
ID15,10,23.06,8.1,11.1,0.0,0.0,1.0,1.0,1.0,0.06835984,0.3115625,0.2889973,0.1957083,0.141875,0.1405596,0.1514447,0.2329648,0.6853025,0.6339658,0.5682902,0.4667865,0.445866,0.414081,0.1920474,0.3081541,A y V final anotados de segundo 20.16
ID15,11,26.43,18.76,,0.0,0.0,1.0,1.0,1.0,0.5146033,0.785775,0.1545684,0.1747407,0.1864561,,,,0.1841069,0.366396,0.6714184,,,,0.1746359,0.8006185,"A y V inicial tomado del segundo 5.40. Consume en 14.58, pero no hay datos en ese sesundo ni cercanos, en tiempo anotado solo toca el alimento "
ID15,12,23.4,9.36,15.4,0.0,0.0,1.0,1.0,1.0,0.07433094,0.006412498,,0.4452809,0.2867247,0.4121364,0.3775151,0.3707787,,0.6493446,0.6293805,0.6638186,0.664654,0.6620625,0.2764277,0.3534565,"No hay 0,5 antes de la prueba 1 programa no lo registra "
ID15,13,33.2,7.46,13.96,0.0,0.0,1.0,1.0,1.0,0.08929389,0.0030125,0.1882182,0.1777646,0.1378438,0.2414317,0.1838947,0.1590862,0.5454667,0.5275297,0.501771,0.5075282,0.4867881,0.4606542,0.2430513,0.5101209,
ID15,14,17.83,15.66,,0.0,0.0,1.0,1.0,1.0,0.1443397,0.09592501,0.1616995,0.2224346,0.1952588,,,,0.5529088,0.5094453,0.478136,,,,0.1908346,0.3725347,
ID15,15,18.96,8.33,17.23,0.0,0.0,1.0,1.0,1.0,0.0885236,0.0005472411,0.1815777,0.2537842,0.2568162,0.3150122,0.2340945,0.1891064,0.2065722,0.3026403,0.4037196,0.6260365,0.6260189,0.5627085,0.2552465,0.6816778,A inicio del segundo 0.3 
ID15,16,26.03,3.86,9.33,0.0,0.0,1.0,1.0,1.0,0.0940147,0.05623333,0.1909216,0.160952,0.1215135,0.1767538,0.1290157,0.09866963,0.3853752,0.4079045,0.3918234,0.3314401,0.3098938,0.3011106,0.1695305,0.1103854,
ID15,17,35.36,4.46,20.17,0.0,0.0,1.0,1.0,1.0,0.08474765,0.001820832,0.1418138,0.1496985,0.1289385,0.2743385,0.189691,0.1429614,0.3156772,0.3212431,0.3401304,0.5356534,0.5083128,0.4666727,0.2763676,0.6259165,"2da prueba fue la tercera, la segunda real no tomo los datos (segundo 9.61)"
ID15,18,18.16,2.76,7.36,0.0,0.0,1.0,1.0,1.0,0.1041692,0.054725,0.1590343,0.1952293,0.1648548,0.3641224,0.2513221,0.2333476,0.4800615,0.4615164,0.4483741,0.6568155,0.6445855,0.7644778,0.09929261,0.4242454,
ID15,19,18.1,5.56,14.8,0.0,0.0,1.0,1.0,1.0,0.07766031,0.08688751,0.2854217,0.3092581,0.2005802,0.2116007,0.160345,0.1142001,0.5575627,0.5696658,0.5584431,0.6264293,0.6154544,0.5651301,0.08972576,0.3580539,
ID15,20,23.56,2.8,18.56,0.0,0.0,1.0,1.0,1.0,0.07896283,0.1406875,0.348399,0.3794408,0.2855507,0.3092642,0.2978332,0.2638771,0.7980283,0.8156615,0.7990885,0.6688931,0.6638721,0.6245195,0.2177324,0.6345848,
ID16,1E,12.866,,,1.0,0.0,0.0,0.0,0.0,0.08733282,0.01501666,,,,,,,,,,,,,0.07248818,0.2483686,"niega con la cabeza, no toca el coliflor, solo toca el pocillo "
ID16,2E,13.4,0.0,5.09,0.0,0.0,1.0,1.0,0.0,0.07009166,0.01239167,,0.07009166,0.07088745,0.1135826,0.08898008,0.0836873,,0.01239167,0.01165783,0.5187654,0.4639763,0.4263071,0.166431,0.3129121,inicia el video con el coliflor en la mano. Casi al final saborea el coliflor pero no muerde 
ID16,3E,7.033,0.0,,1.0,0.0,1.0,0.0,0.0,0.3217124,0.8071709,,0.3217124,0.3338002,,,,,0.8071709,0.8032756,,,,0.07876366,0.5211616,"inicia el video con el coliflor en la mano, solo lo mira "
ID16,4E,5.433,0.0,,0.0,0.0,1.0,1.0,0.0,0.1390715,0.06995001,,0.1390715,0.1218823,,,,,0.06995001,0.0656999,,,,0.1008223,0.4384372,"inicia el video con el coliflor en la mano, se lo lleva a la boca, lo saborea pero no lo muerde ni lo come "
ID16,4P,15.033,3.77,,1.0,0.0,1.0,0.0,0.0,0.08713917,0.01509166,0.1940508,0.3013124,,,,,0.2348036,0.5148904,,,,,0.6302097,0.7150369,"profesora le da la papilla en la cuchara, en el momento que está cerca de su cara, corre la cara "
ID16,5E,5.8,0.0,,0.0,0.0,1.0,1.0,0.0,0.1791172,0.6509584,,0.1791172,0.1514831,,,,,0.6509584,0.6357373,,,,0.08980441,0.1619367,inicia el video moviendo la boca como si lo hubiese saboreado. Otro niño toma el coliflor 
ID16,5P,2.933,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.1162912,0.3225069,"profesora ofrece papilla con la cuchara, él niega con la cabeza "
ID16,6E,4.733,0.0,,1.0,0.0,0.0,0.0,0.0,0.0722147,0.0,,0.0722147,0.07465037,,,,,0.0,0.0,,,,0.1072612,0.187318,"inicia el video con el coliflor en la mano, se lo lleva a la boca pero no alcanza a tocarlo con la boca "
ID16,6P,5.333,,,1.0,0.0,0.0,0.0,0.0,0.145487,0.1313125,,,,,,,,,,,,,0.1133758,0.1856889,Tía del jardín le ofrece la papilla con la cuchara pero él niega con la cabeza 
ID16,7E,7.133,0.0,,0.0,0.0,1.0,1.0,0.0,0.16586,0.1055583,,0.16586,,,,,,0.1055583,,,,,0.153007,0.4234528,"inicia el video con el coliflor en la mano, se lo lleva a la boca y lo saborea, no lo muerde ni lo traga "
ID16,7P,10.3,0.2,,0.0,0.0,1.0,1.0,0.0,,,,0.1484724,0.1508531,,,,,0.4035486,0.3873052,,,,0.2492784,0.506178,"cuando lo prueba, saca la lengua "
ID16,8E,23.933,0.0,8.02,0.0,0.0,1.0,1.0,0.0,0.1906033,0.1446833,,0.1906033,0.1663838,0.2246527,0.1933318,0.1582257,,0.1446833,0.1407378,0.4606935,0.4438451,0.3999635,0.1154939,0.03933879,"inicia el video con el coliflor en la mano, prueba un trozo muy pequeño pero se lo saca de la boca, luego prueba otro trozo pequeño y lo saborea  "
ID16,9E,14.066,0.0,,1.0,0.0,1.0,0.0,0.0,0.07240174,0.0,,0.07240174,,,,,,0.0,,,,,0.2074506,0.2585618,"inicia el video con el coliflor en la mano, solo lo mira "
ID16,9P,14.1,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.1158361,0.2678433,niega con la cabeza y se aleja de la cuchara 
ID16,10E,4.233,,,1.0,0.0,0.0,0.0,0.0,0.09032145,0.4673667,,,,,,,,,,,,,0.1040379,0.1179052,no toca el coliflor ni lo mira 
ID16,11E,14.666,0.7,,1.0,0.0,1.0,0.0,0.0,0.08790196,0.03731667,0.08924844,0.08398274,0.08813041,,,,0.03660588,0.03109026,0.02536169,,,,0.09708465,0.1331651,juega con el coliflor. Alguien le ofrece un trozo pequeño pero lo bota 
ID16,12E,11.5,0.0,,0.0,0.0,1.0,1.0,0.0,0.07985497,0.005412499,,0.07985497,0.08272613,,,,,0.005412499,0.00540953,,,,0.08648968,0.08911195,"al inicio mira el coliflor, después saborea un trozo muy pequeño"
ID16,12P,6.6,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.1538978,0.06687901,"niega con la cabeza cuando le acercan la cuchara, se aleja de la cuchara "
ID16,13E,4.833,0.0,,1.0,0.0,1.0,0.0,0.0,0.1208115,0.09567083,,0.1208115,0.1122098,,,,,0.09567083,0.1085927,,,,0.08243824,0.09065424,comienza el video con el coliflor en la mano y lo mira 
ID16,13P,4.9,,,1.0,0.0,0.0,0.0,0.0,0.08269802,0.04065833,,,,,,,,,,,,,0.1590558,0.2099128,"quita la cara cuando le acercan la cuchara, cierra los ojos "
ID16,14E,9.533,0.0,3.38,1.0,0.0,1.0,0.0,0.0,0.08060908,0.02292917,,0.08060908,0.07383395,,0.0794745,0.07595279,,0.02292917,0.02027864,,0.01773444,0.0202481,0.1311534,0.4093857,"lo toca, lo desarma pero no lo come"
ID16,14P,3.033,,,1.0,0.0,0.0,0.0,0.0,0.07375301,0.04755417,,,,,,,,,,,,,0.09198641,0.1954229,aleja la cuchara con su mano 
ID16,15E,13.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.6951334,0.8379542,,0.6951334,0.6473342,,,,,0.8379542,0.842743,,,,0.1621428,0.3624716,"Inicia el video con el coliflor en la mano, lo come "
ID16,16E,12.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.07058529,0.0,,0.07058529,0.132507,,,,,0.0,0.05600146,,,,0.1322575,0.1383331,"inicia el video con el coliflor en la mano, lo come "
ID16,17E,14.833,0.0,,0.0,0.0,1.0,1.0,1.0,0.07077653,0.4928625,,0.07077653,0.1345128,,,,,0.4928625,0.4822364,,,,0.1551258,0.6188665,"Inicia el video con el coliflor en la mano, lo come "
ID16,18E,12.766,0.0,,0.0,0.0,1.0,1.0,1.0,0.311726,0.5711125,,0.311726,0.3532469,,,,,0.5711125,0.565686,,,,0.06741843,0.3580626,"Inicia el video con el coliflor en la mano, lo come "
ID16,19E,27.966,1.67,,0.0,0.0,1.0,1.0,1.0,0.4474119,0.4531958,0.288106,0.2284333,0.1753646,,,,0.4253162,0.3880958,0.3311152,,,,0.09466162,0.07808014,
ID17,1E,5.7,,,1.0,0.0,0.0,0.0,0.0,0.06784419,0.5317167,,,,,,,,,,,,,0.1141891,0.2915334,
ID17,2P,15.09,1.36,,1.0,0.0,0.0,1.0,1.0,0.1023586,0.01943333,0.1352424,0.1972274,0.1753394,,,,0.04532057,0.1090027,0.3716777,,,,0.1174453,0.01182979,"Prueba la papilla, sin embargo en el video se ve que, al parecer, antes se intentó probar el formato E. También rechaza volver a probarlo."
ID17,3P,6.06,,,1.0,0.0,0.0,0.0,0.0,0.1865813,0.54515,,,,,,,,,,,,,0.1185317,0.2327135,
ID17,4P,12.93,,,1.0,0.0,0.0,0.0,0.0,0.1622267,0.3360542,,,,,,,,,,,,,0.1045782,0.4503024,
